InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
581439,23093,SMALL PARISIENNE HEART PHOTO FRAME ,3,12/8/2011 16:30,4.96,,United Kingdom
581439,23096,PETIT TRAY CHIC,1,12/8/2011 16:30,3.29,,United Kingdom
581439,23100,SILVER BELLS TABLE DECORATION,1,12/8/2011 16:30,2.46,,United Kingdom
581439,23109,PACK OF SIX LED TEA LIGHTS,1,12/8/2011 16:30,5.79,,United Kingdom
581439,23110,PARISIENNE KEY CABINET ,1,12/8/2011 16:30,12.46,,United Kingdom
581439,23118,PARISIENNE JEWELLERY DRAWER ,2,12/8/2011 16:30,14.96,,United Kingdom
581439,23163,REGENCY SUGAR TONGS,1,12/8/2011 16:30,4.96,,United Kingdom
581439,23165,LARGE CERAMIC TOP STORAGE JAR,4,12/8/2011 16:30,3.29,,United Kingdom
581439,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,12/8/2011 16:30,2.46,,United Kingdom
581439,23167,SMALL CERAMIC TOP STORAGE JAR ,5,12/8/2011 16:30,1.63,,United Kingdom
581439,23168,CLASSIC CAFE SUGAR DISPENSER,2,12/8/2011 16:30,2.46,,United Kingdom
581439,23173,REGENCY TEAPOT ROSES ,1,12/8/2011 16:30,19.96,,United Kingdom
581439,23176,ABC TREASURE BOOK BOX ,1,12/8/2011 16:30,4.58,,United Kingdom
581439,23183,MOTHER'S KITCHEN SPOON REST ,1,12/8/2011 16:30,7.46,,United Kingdom
581439,23184,BULL DOG BOTTLE OPENER,1,12/8/2011 16:30,10.79,,United Kingdom
581439,23188,VINTAGE  2 METRE FOLDING RULER,5,12/8/2011 16:30,3.29,,United Kingdom
581439,23189,SET OF 12 FORK CANDLES,1,12/8/2011 16:30,5.79,,United Kingdom
581439,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,12/8/2011 16:30,3.29,,United Kingdom
581439,23198,PANTRY MAGNETIC  SHOPPING LIST,3,12/8/2011 16:30,3.29,,United Kingdom
581439,23199,JUMBO BAG APPLES,1,12/8/2011 16:30,4.13,,United Kingdom
581439,23200,JUMBO BAG PEARS,1,12/8/2011 16:30,4.13,,United Kingdom
581439,23201,JUMBO BAG ALPHABET,1,12/8/2011 16:30,4.13,,United Kingdom
581439,23202,JUMBO BAG VINTAGE LEAF,1,12/8/2011 16:30,4.13,,United Kingdom
581439,23203,JUMBO BAG VINTAGE DOILY ,2,12/8/2011 16:30,4.13,,United Kingdom
581439,23204,CHARLOTTE BAG APPLES DESIGN,3,12/8/2011 16:30,1.63,,United Kingdom
581439,23205,CHARLOTTE BAG VINTAGE ALPHABET ,3,12/8/2011 16:30,1.63,,United Kingdom
581439,23206,LUNCH BAG APPLE DESIGN,4,12/8/2011 16:30,4.13,,United Kingdom
581439,23209,LUNCH BAG VINTAGE DOILY ,1,12/8/2011 16:30,4.13,,United Kingdom
581439,23210,WHITE ROCKING HORSE HAND PAINTED,2,12/8/2011 16:30,2.46,,United Kingdom
581439,23211,RED ROCKING HORSE HAND PAINTED,3,12/8/2011 16:30,2.46,,United Kingdom
581439,23212,HEART WREATH DECORATION WITH BELL,3,12/8/2011 16:30,2.46,,United Kingdom
581439,23213,STAR WREATH DECORATION WITH BELL,3,12/8/2011 16:30,2.46,,United Kingdom
581439,23220,REINDEER HEART DECORATION GOLD,3,12/8/2011 16:30,1.63,,United Kingdom
581439,23221,REINDEER HEART DECORATION SILVER,2,12/8/2011 16:30,1.63,,United Kingdom
581439,23223,CHRISTMAS TREE HANGING SILVER ,3,12/8/2011 16:30,1.63,,United Kingdom
581439,23225,CHERUB HEART DECORATION SILVER ,3,12/8/2011 16:30,1.63,,United Kingdom
581439,23228,FILIGREE HEART BIRD WHITE ,2,12/8/2011 16:30,2.46,,United Kingdom
581439,23229,VINTAGE DONKEY TAIL GAME ,1,12/8/2011 16:30,7.46,,United Kingdom
581439,23234,BISCUIT TIN VINTAGE CHRISTMAS,1,12/8/2011 16:30,5.79,,United Kingdom
581439,23236,STORAGE TIN VINTAGE DOILY ,2,12/8/2011 16:30,5.79,,United Kingdom
581439,23241,TREASURE TIN GYMKHANA DESIGN,4,12/8/2011 16:30,4.13,,United Kingdom
581439,23244,ROUND STORAGE TIN VINTAGE LEAF,1,12/8/2011 16:30,4.13,,United Kingdom
581439,23245,SET OF 3 REGENCY CAKE TINS,2,12/8/2011 16:30,10.79,,United Kingdom
581439,23247,BISCUIT TIN 50'S CHRISTMAS,1,12/8/2011 16:30,5.79,,United Kingdom
581439,23263,SET OF 3 WOODEN HEART DECORATIONS,8,12/8/2011 16:30,2.46,,United Kingdom
581439,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,5,12/8/2011 16:30,2.46,,United Kingdom
581439,23265,SET OF 3 WOODEN TREE DECORATIONS,5,12/8/2011 16:30,2.46,,United Kingdom
581439,23266,SET OF 3 WOODEN STOCKING DECORATION,4,12/8/2011 16:30,2.46,,United Kingdom
581439,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1,12/8/2011 16:30,3.29,,United Kingdom
581439,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2,12/8/2011 16:30,3.29,,United Kingdom
581439,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,12/8/2011 16:30,2.46,,United Kingdom
581439,23291,DOLLY GIRL CHILDRENS CUP,1,12/8/2011 16:30,2.46,,United Kingdom
581439,23292,SPACEBOY CHILDRENS CUP,1,12/8/2011 16:30,2.46,,United Kingdom
581439,23293,SET OF 12 FAIRY CAKE BAKING CASES,7,12/8/2011 16:30,2.46,,United Kingdom
581439,23294,SET OF 6 SNACK LOAF BAKING CASES,1,12/8/2011 16:30,2.46,,United Kingdom
581439,23295,SET OF 12 MINI LOAF BAKING CASES,1,12/8/2011 16:30,2.46,,United Kingdom
581439,23296,SET OF 6 TEA TIME BAKING CASES,1,12/8/2011 16:30,3.29,,United Kingdom
581439,23298,SPOTTY BUNTING,1,12/8/2011 16:30,10.79,,United Kingdom
581439,23299,FOOD COVER WITH BEADS SET 2 ,1,12/8/2011 16:30,7.46,,United Kingdom
581439,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,12/8/2011 16:30,3.29,,United Kingdom
581439,23301,GARDENERS KNEELING PAD KEEP CALM ,6,12/8/2011 16:30,3.29,,United Kingdom
581439,23302,KNEELING MAT HOUSEWORK  DESIGN,2,12/8/2011 16:30,3.29,,United Kingdom
581439,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,12/8/2011 16:30,1.25,,United Kingdom
581439,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,12/8/2011 16:30,1.25,,United Kingdom
581439,23311,VINTAGE CHRISTMAS STOCKING ,1,12/8/2011 16:30,4.96,,United Kingdom
581439,23312,VINTAGE CHRISTMAS GIFT SACK,1,12/8/2011 16:30,8.29,,United Kingdom
581439,23313,VINTAGE CHRISTMAS BUNTING,2,12/8/2011 16:30,10.79,,United Kingdom
581439,23315,IVORY REFECTORY CLOCK,2,12/8/2011 16:30,19.96,,United Kingdom
581439,23317,BLUE REFECTORY CLOCK ,1,12/8/2011 16:30,19.96,,United Kingdom
581439,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,12/8/2011 16:30,4.96,,United Kingdom
581439,23323,WHITE WICKER STAR ,8,12/8/2011 16:30,4.13,,United Kingdom
581439,23326,HANGING MINI COLOURED BOTTLES,1,12/8/2011 16:30,8.29,,United Kingdom
581439,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,10,12/8/2011 16:30,7.46,,United Kingdom
581439,23331,DECORATIVE WICKER HEART SMALL,3,12/8/2011 16:30,1.25,,United Kingdom
581442,22607,WOODEN ROUNDERS GARDEN SET ,8,12/8/2011 16:38,8.5,13536.0,United Kingdom
581442,23284,DOORMAT KEEP CALM AND COME IN,10,12/8/2011 16:38,7.08,13536.0,United Kingdom
581442,23313,VINTAGE CHRISTMAS BUNTING,5,12/8/2011 16:38,4.95,13536.0,United Kingdom
581442,23314,VINTAGE CHRISTMAS TABLECLOTH,2,12/8/2011 16:38,12.5,13536.0,United Kingdom
581442,23523,WALL ART TREASURE AHOY ,6,12/8/2011 16:38,3.75,13536.0,United Kingdom
581442,23524,WALL ART HORSE & PONY ,6,12/8/2011 16:38,3.75,13536.0,United Kingdom
581442,23525,WALL ART BUFFALO BILL ,6,12/8/2011 16:38,3.75,13536.0,United Kingdom
581442,23527,WALL ART ANIMALS AND NATURE ,6,12/8/2011 16:38,3.75,13536.0,United Kingdom
581442,48138,DOORMAT UNION FLAG,10,12/8/2011 16:38,7.08,13536.0,United Kingdom
581443,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",24,12/8/2011 16:58,1.25,13026.0,United Kingdom
581443,22182,CAKE STAND VICTORIAN FILIGREE SMALL,24,12/8/2011 16:58,1.25,13026.0,United Kingdom
581443,22393,PAPERWEIGHT VINTAGE COLLAGE,36,12/8/2011 16:58,0.39,13026.0,United Kingdom
581443,22395,PAPERWEIGHT VINTAGE PAISLEY,36,12/8/2011 16:58,0.39,13026.0,United Kingdom
581443,22546,MINI JIGSAW PURDEY,48,12/8/2011 16:58,0.19,13026.0,United Kingdom
581443,22547,MINI JIGSAW DINOSAUR ,48,12/8/2011 16:58,0.19,13026.0,United Kingdom
581443,22644,CERAMIC CHERRY CAKE MONEY BANK,72,12/8/2011 16:58,0.39,13026.0,United Kingdom
581443,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,24,12/8/2011 16:58,0.21,13026.0,United Kingdom
581443,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,24,12/8/2011 16:58,0.21,13026.0,United Kingdom
581443,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,12,12/8/2011 16:58,0.39,13026.0,United Kingdom
581443,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,12/8/2011 16:58,0.39,13026.0,United Kingdom
581443,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,36,12/8/2011 16:58,0.79,13026.0,United Kingdom
581443,90086,CRYSTAL FROG PHONE CHARM,48,12/8/2011 16:58,0.19,13026.0,United Kingdom
581443,90087,CRYSTAL SEA HORSE PHONE CHARM,48,12/8/2011 16:58,0.19,13026.0,United Kingdom
581445,21284,RETROSPOT CANDLE  SMALL,12,12/8/2011 17:12,0.39,17405.0,United Kingdom
581445,21285,RETROSPOT CANDLE  MEDIUM,12,12/8/2011 17:12,0.39,17405.0,United Kingdom
581445,21411,GINGHAM HEART  DOORSTOP RED,8,12/8/2011 17:12,1.95,17405.0,United Kingdom
581445,21519,GIN & TONIC DIET GREETING CARD ,12,12/8/2011 17:12,0.42,17405.0,United Kingdom
581445,22216,T-LIGHT HOLDER WHITE LACE,24,12/8/2011 17:12,0.29,17405.0,United Kingdom
581445,22217,T-LIGHT HOLDER HANGING LACE,12,12/8/2011 17:12,0.39,17405.0,United Kingdom
581445,22398,MAGNETS PACK OF 4 SWALLOWS,12,12/8/2011 17:12,0.39,17405.0,United Kingdom
581445,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,12/8/2011 17:12,1.25,17405.0,United Kingdom
581445,22509,SEWING BOX RETROSPOT DESIGN ,4,12/8/2011 17:12,3.95,17405.0,United Kingdom
581445,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,12,12/8/2011 17:12,1.25,17405.0,United Kingdom
581445,23694,PAISLEY PARK CARD,12,12/8/2011 17:12,0.42,17405.0,United Kingdom
581445,23695,DOILY THANK YOU CARD,12,12/8/2011 17:12,0.42,17405.0,United Kingdom
581445,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,12/8/2011 17:12,8.95,17405.0,United Kingdom
581445,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,12/8/2011 17:12,0.65,17405.0,United Kingdom
581448,21535,RED RETROSPOT SMALL MILK JUG,6,12/8/2011 17:24,2.55,15208.0,United Kingdom
581448,22193,RED DINER WALL CLOCK,4,12/8/2011 17:24,8.5,15208.0,United Kingdom
581448,22619,SET OF 6 SOLDIER SKITTLES,8,12/8/2011 17:24,3.75,15208.0,United Kingdom
581448,22625,RED KITCHEN SCALES,2,12/8/2011 17:24,8.5,15208.0,United Kingdom
581448,22626,BLACK KITCHEN SCALES,2,12/8/2011 17:24,8.5,15208.0,United Kingdom
581448,23080,RED METAL BOX TOP SECRET,6,12/8/2011 17:24,8.25,15208.0,United Kingdom
581448,20978,36 PENCILS TUBE SKULLS,16,12/8/2011 17:24,1.25,15208.0,United Kingdom
581448,21217,RED RETROSPOT ROUND CAKE TINS,1,12/8/2011 17:24,9.95,15208.0,United Kingdom
581448,21533,RETROSPOT LARGE MILK JUG,3,12/8/2011 17:24,4.95,15208.0,United Kingdom
581449,23485,BOTANICAL GARDENS WALL CLOCK ,1,12/8/2011 17:37,25.0,12748.0,United Kingdom
581449,23462,ROCOCO WALL MIRROR WHITE,1,12/8/2011 17:37,19.95,12748.0,United Kingdom
581449,23407,SET OF 2 TRAYS HOME SWEET HOME,2,12/8/2011 17:37,9.95,12748.0,United Kingdom
581449,22423,REGENCY CAKESTAND 3 TIER,1,12/8/2011 17:37,12.75,12748.0,United Kingdom
581449,22423,REGENCY CAKESTAND 3 TIER,1,12/8/2011 17:37,12.75,12748.0,United Kingdom
581449,22703,PINK CAT BOWL,1,12/8/2011 17:37,0.59,12748.0,United Kingdom
581449,22674,FRENCH TOILET SIGN BLUE METAL,1,12/8/2011 17:37,1.25,12748.0,United Kingdom
581449,23083,SET 6 PAPER TABLE LANTERN STARS ,2,12/8/2011 17:37,3.75,12748.0,United Kingdom
581449,23439,HAND WARMER RED LOVE HEART,1,12/8/2011 17:37,2.1,12748.0,United Kingdom
581449,22865,HAND WARMER OWL DESIGN,1,12/8/2011 17:37,2.1,12748.0,United Kingdom
581449,22633,HAND WARMER UNION JACK,1,12/8/2011 17:37,2.1,12748.0,United Kingdom
581449,22727,ALARM CLOCK BAKELIKE RED ,1,12/8/2011 17:37,3.75,12748.0,United Kingdom
581449,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,12/8/2011 17:37,1.25,12748.0,United Kingdom
581449,23357,HOT WATER BOTTLE SEX BOMB,1,12/8/2011 17:37,1.65,12748.0,United Kingdom
581449,85135C,RED DRAGONFLY HELICOPTER,1,12/8/2011 17:37,7.95,12748.0,United Kingdom
581449,21770,OPEN CLOSED METAL SIGN,1,12/8/2011 17:37,4.95,12748.0,United Kingdom
581449,23083,SET 6 PAPER TABLE LANTERN STARS ,1,12/8/2011 17:37,3.75,12748.0,United Kingdom
581449,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,2,12/8/2011 17:37,2.89,12748.0,United Kingdom
581449,22109,FULL ENGLISH BREAKFAST PLATE,1,12/8/2011 17:37,3.75,12748.0,United Kingdom
581450,22348,TEA BAG PLATE RED RETROSPOT,2,12/8/2011 17:54,0.85,16794.0,United Kingdom
581450,22599,CHRISTMAS MUSICAL ZINC STAR,2,12/8/2011 17:54,0.29,16794.0,United Kingdom
581450,22598,CHRISTMAS MUSICAL ZINC TREE,4,12/8/2011 17:54,0.29,16794.0,United Kingdom
581450,22597,MUSICAL ZINC HEART DECORATION ,2,12/8/2011 17:54,0.29,16794.0,United Kingdom
581450,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,12/8/2011 17:54,0.85,16794.0,United Kingdom
581450,23182,TOILET SIGN OCCUPIED OR VACANT,2,12/8/2011 17:54,0.83,16794.0,United Kingdom
581450,21901,"KEY FOB , BACK DOOR ",3,12/8/2011 17:54,0.65,16794.0,United Kingdom
581450,21809,CHRISTMAS HANGING TREE WITH BELL,2,12/8/2011 17:54,0.39,16794.0,United Kingdom
581450,23269,SET OF 2 CERAMIC CHRISTMAS TREES,1,12/8/2011 17:54,1.45,16794.0,United Kingdom
581450,23227,FILIGREE HEART BUTTERFLY WHITE ,4,12/8/2011 17:54,1.25,16794.0,United Kingdom
581450,22470,HEART OF WICKER LARGE,1,12/8/2011 17:54,2.95,16794.0,United Kingdom
581450,22469,HEART OF WICKER SMALL,3,12/8/2011 17:54,1.65,16794.0,United Kingdom
581450,22723,SET OF 6 HERB TINS SKETCHBOOK,2,12/8/2011 17:54,1.25,16794.0,United Kingdom
581450,22118,JOY WOODEN BLOCK LETTERS,1,12/8/2011 17:54,1.25,16794.0,United Kingdom
581450,20725,LUNCH BAG RED RETROSPOT,1,12/8/2011 17:54,1.65,16794.0,United Kingdom
581450,23206,LUNCH BAG APPLE DESIGN,2,12/8/2011 17:54,1.65,16794.0,United Kingdom
581450,23209,LUNCH BAG VINTAGE DOILY ,4,12/8/2011 17:54,1.65,16794.0,United Kingdom
581450,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,4,12/8/2011 17:54,1.45,16794.0,United Kingdom
581450,23198,PANTRY MAGNETIC  SHOPPING LIST,2,12/8/2011 17:54,1.45,16794.0,United Kingdom
581450,22118,JOY WOODEN BLOCK LETTERS,1,12/8/2011 17:54,1.25,16794.0,United Kingdom
581450,22667,RECIPE BOX RETROSPOT ,1,12/8/2011 17:54,2.95,16794.0,United Kingdom
581450,22993,SET OF 4 PANTRY JELLY MOULDS,2,12/8/2011 17:54,1.25,16794.0,United Kingdom
581450,22119,PEACE WOODEN BLOCK LETTERS,1,12/8/2011 17:54,1.95,16794.0,United Kingdom
581450,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,12/8/2011 17:54,2.95,16794.0,United Kingdom
581450,22723,SET OF 6 HERB TINS SKETCHBOOK,1,12/8/2011 17:54,1.25,16794.0,United Kingdom
581450,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,12/8/2011 17:54,2.95,16794.0,United Kingdom
581450,22721,SET OF 3 CAKE TINS SKETCHBOOK,5,12/8/2011 17:54,1.95,16794.0,United Kingdom
581450,22475,SKULL DESIGN TV DINNER TRAY,2,12/8/2011 17:54,1.95,16794.0,United Kingdom
581450,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,12/8/2011 17:54,4.95,16794.0,United Kingdom
581450,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,12/8/2011 17:54,4.95,16794.0,United Kingdom
581451,21115,ROSE CARAVAN DOORSTOP,8,12/8/2011 17:57,1.95,17144.0,United Kingdom
581451,21258,VICTORIAN SEWING BOX LARGE,1,12/8/2011 17:57,12.75,17144.0,United Kingdom
581451,21485,RETROSPOT HEART HOT WATER BOTTLE,3,12/8/2011 17:57,4.95,17144.0,United Kingdom
581451,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/8/2011 17:57,8.25,17144.0,United Kingdom
581451,22030,SWALLOWS GREETING CARD,12,12/8/2011 17:57,0.42,17144.0,United Kingdom
581451,22111,SCOTTIE DOG HOT WATER BOTTLE,3,12/8/2011 17:57,4.95,17144.0,United Kingdom
581451,22310,IVORY KNITTED MUG COSY ,6,12/8/2011 17:57,1.65,17144.0,United Kingdom
581451,22350,ILLUSTRATED CAT BOWL ,6,12/8/2011 17:57,2.55,17144.0,United Kingdom
581451,22366,DOORMAT AIRMAIL ,2,12/8/2011 17:57,8.25,17144.0,United Kingdom
581451,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,12/8/2011 17:57,2.1,17144.0,United Kingdom
581451,22442,GROW YOUR OWN FLOWERS SET OF 3,12,12/8/2011 17:57,1.95,17144.0,United Kingdom
581451,22624,IVORY KITCHEN SCALES,2,12/8/2011 17:57,8.5,17144.0,United Kingdom
581451,22627,MINT KITCHEN SCALES,2,12/8/2011 17:57,8.5,17144.0,United Kingdom
581451,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,12/8/2011 17:57,2.95,17144.0,United Kingdom
581451,22692,DOORMAT WELCOME TO OUR HOME,2,12/8/2011 17:57,8.25,17144.0,United Kingdom
581451,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,12/8/2011 17:57,4.95,17144.0,United Kingdom
581451,22794,SWEETHEART WIRE MAGAZINE RACK,2,12/8/2011 17:57,7.95,17144.0,United Kingdom
581451,22960,JAM MAKING SET WITH JARS,6,12/8/2011 17:57,4.25,17144.0,United Kingdom
581451,23575,SNACK TRAY PAISLEY PARK,8,12/8/2011 17:57,1.95,17144.0,United Kingdom
581451,23576,SNACK TRAY RED VINTAGE DOILY,8,12/8/2011 17:57,1.95,17144.0,United Kingdom
581451,23583,LUNCH BAG PAISLEY PARK  ,10,12/8/2011 17:57,1.65,17144.0,United Kingdom
581451,23697,A PRETTY THANK YOU CARD,12,12/8/2011 17:57,0.42,17144.0,United Kingdom
581451,48129,DOORMAT TOPIARY,2,12/8/2011 17:57,8.25,17144.0,United Kingdom
581451,48187,DOORMAT NEW ENGLAND,2,12/8/2011 17:57,8.25,17144.0,United Kingdom
581451,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,12/8/2011 17:57,4.25,17144.0,United Kingdom
581452,21175,GIN AND TONIC DIET METAL SIGN,24,12/8/2011 18:03,2.55,17675.0,United Kingdom
581452,21181,PLEASE ONE PERSON METAL SIGN,36,12/8/2011 18:03,2.1,17675.0,United Kingdom
581452,22075,6 RIBBONS ELEGANT CHRISTMAS ,24,12/8/2011 18:03,0.39,17675.0,United Kingdom
581452,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,12/8/2011 18:03,2.55,17675.0,United Kingdom
581452,22191,IVORY DINER WALL CLOCK,2,12/8/2011 18:03,8.5,17675.0,United Kingdom
581452,22192,BLUE DINER WALL CLOCK,2,12/8/2011 18:03,8.5,17675.0,United Kingdom
581452,22509,SEWING BOX RETROSPOT DESIGN ,4,12/8/2011 18:03,3.95,17675.0,United Kingdom
581452,22633,HAND WARMER UNION JACK,12,12/8/2011 18:03,2.1,17675.0,United Kingdom
581452,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,12,12/8/2011 18:03,0.39,17675.0,United Kingdom
581452,22757,LARGE RED BABUSHKA NOTEBOOK ,12,12/8/2011 18:03,0.39,17675.0,United Kingdom
581452,22866,HAND WARMER SCOTTY DOG DESIGN,24,12/8/2011 18:03,2.1,17675.0,United Kingdom
581452,22867,HAND WARMER BIRD DESIGN,36,12/8/2011 18:03,2.1,17675.0,United Kingdom
581452,23356,LOVE HOT WATER BOTTLE,12,12/8/2011 18:03,5.95,17675.0,United Kingdom
581452,23439,HAND WARMER RED LOVE HEART,24,12/8/2011 18:03,2.1,17675.0,United Kingdom
581452,23497,CLASSIC CHROME BICYCLE BELL ,12,12/8/2011 18:03,1.45,17675.0,United Kingdom
581452,23576,SNACK TRAY RED VINTAGE DOILY,8,12/8/2011 18:03,1.95,17675.0,United Kingdom
581452,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,12/8/2011 18:03,4.25,17675.0,United Kingdom
581452,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,12/8/2011 18:03,2.55,17675.0,United Kingdom
581453,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,12/8/2011 18:15,0.39,16401.0,United Kingdom
581453,21982,PACK OF 12 SUKI TISSUES ,24,12/8/2011 18:15,0.39,16401.0,United Kingdom
581453,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,12/8/2011 18:15,0.39,16401.0,United Kingdom
581453,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,12/8/2011 18:15,0.39,16401.0,United Kingdom
581453,22197,POPCORN HOLDER,100,12/8/2011 18:15,0.72,16401.0,United Kingdom
581453,22343,PARTY PIZZA DISH RED RETROSPOT,24,12/8/2011 18:15,0.19,16401.0,United Kingdom
581453,22344,PARTY PIZZA DISH PINK POLKADOT,24,12/8/2011 18:15,0.19,16401.0,United Kingdom
581453,22345,PARTY PIZZA DISH BLUE POLKADOT,24,12/8/2011 18:15,0.19,16401.0,United Kingdom
581453,22346,PARTY PIZZA DISH GREEN POLKADOT,24,12/8/2011 18:15,0.19,16401.0,United Kingdom
581453,22383,LUNCH BAG SUKI DESIGN ,10,12/8/2011 18:15,1.65,16401.0,United Kingdom
581453,22431,WATERING CAN BLUE ELEPHANT,6,12/8/2011 18:15,1.95,16401.0,United Kingdom
581453,22432,WATERING CAN PINK BUNNY,6,12/8/2011 18:15,1.95,16401.0,United Kingdom
581453,22433,WATERING CAN GREEN DINOSAUR,6,12/8/2011 18:15,1.95,16401.0,United Kingdom
581453,22555,PLASTERS IN TIN STRONGMAN,24,12/8/2011 18:15,1.65,16401.0,United Kingdom
581453,22556,PLASTERS IN TIN CIRCUS PARADE ,24,12/8/2011 18:15,1.65,16401.0,United Kingdom
581453,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,12/8/2011 18:15,0.83,16401.0,United Kingdom
581453,23310,BUBBLEGUM RING ASSORTED,36,12/8/2011 18:15,0.42,16401.0,United Kingdom
581453,23551,PACK OF 12 PAISLEY PARK TISSUES ,24,12/8/2011 18:15,0.39,16401.0,United Kingdom
581453,23583,LUNCH BAG PAISLEY PARK  ,10,12/8/2011 18:15,1.65,16401.0,United Kingdom
581454,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,12/8/2011 18:22,3.25,15156.0,United Kingdom
