InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
547098,20828,GLITTER BUTTERFLY CLIPS,18,3/21/2011 10:13,2.55,16384.0,United Kingdom
547098,22969,HOMEMADE JAM SCENTED CANDLES,12,3/21/2011 10:13,1.45,16384.0,United Kingdom
547098,79000,MOROCCAN TEA GLASS,12,3/21/2011 10:13,0.85,16384.0,United Kingdom
547098,22178,VICTORIAN GLASS HANGING T-LIGHT,12,3/21/2011 10:13,1.25,16384.0,United Kingdom
547098,71053,WHITE METAL LANTERN,4,3/21/2011 10:13,3.75,16384.0,United Kingdom
547098,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,3/21/2011 10:13,1.65,16384.0,United Kingdom
547098,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,3/21/2011 10:13,1.25,16384.0,United Kingdom
547098,22256,FELT FARM ANIMAL CHICKEN,12,3/21/2011 10:13,1.25,16384.0,United Kingdom
547098,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,3/21/2011 10:13,2.95,16384.0,United Kingdom
547098,22249,DECORATION WHITE CHICK MAGIC GARDEN,16,3/21/2011 10:13,0.85,16384.0,United Kingdom
547098,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,3/21/2011 10:13,2.95,16384.0,United Kingdom
547098,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,3/21/2011 10:13,0.85,16384.0,United Kingdom
547098,22584,PACK OF 6 PANNETONE GIFT BOXES,6,3/21/2011 10:13,2.55,16384.0,United Kingdom
547098,22744,MAKE YOUR OWN MONSOON CARD KIT,6,3/21/2011 10:13,2.95,16384.0,United Kingdom
547098,22852,DOG BOWL VINTAGE CREAM,4,3/21/2011 10:13,4.25,16384.0,United Kingdom
547098,22853,CAT BOWL VINTAGE CREAM,6,3/21/2011 10:13,3.25,16384.0,United Kingdom
547099,21704,BAG 250g SWIRLY MARBLES,12,3/21/2011 10:30,0.85,18224.0,United Kingdom
547099,84580,MOUSE TOY WITH PINK T-SHIRT,4,3/21/2011 10:30,3.75,18224.0,United Kingdom
547099,84920,PINK FLOWER FABRIC PONY,4,3/21/2011 10:30,3.75,18224.0,United Kingdom
547099,21624,VINTAGE UNION JACK DOORSTOP,3,3/21/2011 10:30,5.95,18224.0,United Kingdom
547099,22087,PAPER BUNTING WHITE LACE,6,3/21/2011 10:30,2.95,18224.0,United Kingdom
547099,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/21/2011 10:30,2.95,18224.0,United Kingdom
547099,22178,VICTORIAN GLASS HANGING T-LIGHT,12,3/21/2011 10:30,1.25,18224.0,United Kingdom
547099,84313B,BLUE TV TRAY TABLE ,6,3/21/2011 10:30,1.95,18224.0,United Kingdom
547099,84665,SQUARE CHERRY BLOSSOM CABINET,4,3/21/2011 10:30,5.95,18224.0,United Kingdom
547099,84763,ZINC FINISH 15CM PLANTER POTS,12,3/21/2011 10:30,1.25,18224.0,United Kingdom
547100,22284,HEN HOUSE DECORATION,12,3/21/2011 10:31,1.65,15615.0,United Kingdom
547100,20713,JUMBO BAG OWLS,10,3/21/2011 10:31,1.95,15615.0,United Kingdom
547100,20719,WOODLAND CHARLOTTE BAG,10,3/21/2011 10:31,0.85,15615.0,United Kingdom
547100,20726,LUNCH BAG WOODLAND,10,3/21/2011 10:31,1.65,15615.0,United Kingdom
547100,20727,LUNCH BAG  BLACK SKULL.,10,3/21/2011 10:31,1.65,15615.0,United Kingdom
547100,22383,LUNCH BAG SUKI DESIGN ,10,3/21/2011 10:31,1.65,15615.0,United Kingdom
547100,20728,LUNCH BAG CARS BLUE,10,3/21/2011 10:31,1.65,15615.0,United Kingdom
547100,21917,SET 12 KIDS  WHITE CHALK STICKS,24,3/21/2011 10:31,0.42,15615.0,United Kingdom
547100,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,3/21/2011 10:31,1.95,15615.0,United Kingdom
547100,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,3/21/2011 10:31,1.95,15615.0,United Kingdom
547100,20723,STRAWBERRY CHARLOTTE BAG,10,3/21/2011 10:31,0.85,15615.0,United Kingdom
547100,22384,LUNCH BAG PINK POLKADOT,10,3/21/2011 10:31,1.65,15615.0,United Kingdom
547100,22386,JUMBO BAG PINK POLKADOT,20,3/21/2011 10:31,1.95,15615.0,United Kingdom
547100,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,3/21/2011 10:31,1.95,15615.0,United Kingdom
547100,47566B,TEA TIME PARTY BUNTING,4,3/21/2011 10:31,4.95,15615.0,United Kingdom
547100,20725,LUNCH BAG RED RETROSPOT,20,3/21/2011 10:31,1.65,15615.0,United Kingdom
547100,22356,CHARLOTTE BAG PINK POLKADOT,10,3/21/2011 10:31,0.85,15615.0,United Kingdom
547100,20724,RED RETROSPOT CHARLOTTE BAG,20,3/21/2011 10:31,0.85,15615.0,United Kingdom
547100,85099B,JUMBO BAG RED RETROSPOT,20,3/21/2011 10:31,1.95,15615.0,United Kingdom
547100,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,3/21/2011 10:31,3.25,15615.0,United Kingdom
547100,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,3/21/2011 10:31,2.95,15615.0,United Kingdom
547100,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,3/21/2011 10:31,0.55,15615.0,United Kingdom
547100,84991,60 TEATIME FAIRY CAKE CASES,24,3/21/2011 10:31,0.55,15615.0,United Kingdom
547100,22178,VICTORIAN GLASS HANGING T-LIGHT,48,3/21/2011 10:31,1.25,15615.0,United Kingdom
547100,84978,HANGING HEART JAR T-LIGHT HOLDER,12,3/21/2011 10:31,1.25,15615.0,United Kingdom
547100,84836,ZINC METAL HEART DECORATION,12,3/21/2011 10:31,1.25,15615.0,United Kingdom
547101,22207,FRYING PAN UNION FLAG,24,3/21/2011 10:34,3.75,16029.0,United Kingdom
547101,22386,JUMBO BAG PINK POLKADOT,100,3/21/2011 10:34,1.65,16029.0,United Kingdom
547101,21929,JUMBO BAG PINK VINTAGE PAISLEY,100,3/21/2011 10:34,1.65,16029.0,United Kingdom
547101,85099B,JUMBO BAG RED RETROSPOT,100,3/21/2011 10:34,1.65,16029.0,United Kingdom
547102,21668,RED STRIPE CERAMIC DRAWER KNOB,12,3/21/2011 10:41,1.25,14245.0,United Kingdom
547102,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,3/21/2011 10:41,1.25,14245.0,United Kingdom
547102,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,3/21/2011 10:41,1.25,14245.0,United Kingdom
547102,21199,PINK  HEART CONFETTI IN TUBE,12,3/21/2011 10:41,1.65,14245.0,United Kingdom
547102,22379,RECYCLING BAG RETROSPOT ,5,3/21/2011 10:41,2.1,14245.0,United Kingdom
547102,20717,STRAWBERRY SHOPPER BAG,10,3/21/2011 10:41,1.25,14245.0,United Kingdom
547102,20718,RED RETROSPOT SHOPPER BAG,10,3/21/2011 10:41,1.25,14245.0,United Kingdom
547102,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,3/21/2011 10:41,0.29,14245.0,United Kingdom
547102,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24,3/21/2011 10:41,0.29,14245.0,United Kingdom
547102,21986,PACK OF 12 PINK POLKADOT TISSUES,24,3/21/2011 10:41,0.29,14245.0,United Kingdom
547102,21981,PACK OF 12 WOODLAND TISSUES ,24,3/21/2011 10:41,0.29,14245.0,United Kingdom
547102,21982,PACK OF 12 SUKI TISSUES ,24,3/21/2011 10:41,0.29,14245.0,United Kingdom
547102,22423,REGENCY CAKESTAND 3 TIER,1,3/21/2011 10:41,12.75,14245.0,United Kingdom
547102,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,3/21/2011 10:41,1.95,14245.0,United Kingdom
547102,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,3/21/2011 10:41,1.65,14245.0,United Kingdom
547102,21318,GLASS CHALICE BLUE SMALL ,6,3/21/2011 10:41,1.65,14245.0,United Kingdom
547102,21534,DAIRY MAID LARGE MILK JUG,3,3/21/2011 10:41,4.95,14245.0,United Kingdom
547102,21530,DAIRY MAID TOASTRACK,6,3/21/2011 10:41,2.95,14245.0,United Kingdom
547102,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,3/21/2011 10:41,1.45,14245.0,United Kingdom
547102,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,3/21/2011 10:41,9.95,14245.0,United Kingdom
547102,21537,RED RETROSPOT PUDDING BOWL,4,3/21/2011 10:41,4.25,14245.0,United Kingdom
547102,21845,DAIRY MAID STRIPE MUG,6,3/21/2011 10:41,2.95,14245.0,United Kingdom
547102,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,3/21/2011 10:41,0.85,14245.0,United Kingdom
547102,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,3/21/2011 10:41,0.85,14245.0,United Kingdom
547102,22087,PAPER BUNTING WHITE LACE,6,3/21/2011 10:41,2.95,14245.0,United Kingdom
547102,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,3/21/2011 10:41,2.95,14245.0,United Kingdom
547102,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,3/21/2011 10:41,2.95,14245.0,United Kingdom
547102,22507,MEMO BOARD RETROSPOT  DESIGN,4,3/21/2011 10:41,4.95,14245.0,United Kingdom
547102,21880,RED RETROSPOT TAPE,12,3/21/2011 10:41,0.65,14245.0,United Kingdom
547102,21881,CUTE CATS TAPE,12,3/21/2011 10:41,0.65,14245.0,United Kingdom
547102,22138,BAKING SET 9 PIECE RETROSPOT ,3,3/21/2011 10:41,4.95,14245.0,United Kingdom
547102,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,3/21/2011 10:41,1.65,14245.0,United Kingdom
547102,84819,DANISH ROSE ROUND SEWING BOX,3,3/21/2011 10:41,4.25,14245.0,United Kingdom
547102,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,3/21/2011 10:41,1.95,14245.0,United Kingdom
547102,48138,DOORMAT UNION FLAG,2,3/21/2011 10:41,7.95,14245.0,United Kingdom
547102,48187,DOORMAT NEW ENGLAND,2,3/21/2011 10:41,7.95,14245.0,United Kingdom
547102,22980,PANTRY SCRUBBING BRUSH,12,3/21/2011 10:41,1.65,14245.0,United Kingdom
547102,21212,PACK OF 72 RETROSPOT CAKE CASES,24,3/21/2011 10:41,0.55,14245.0,United Kingdom
547102,84991,60 TEATIME FAIRY CAKE CASES,24,3/21/2011 10:41,0.55,14245.0,United Kingdom
547102,22207,FRYING PAN UNION FLAG,4,3/21/2011 10:41,4.25,14245.0,United Kingdom
547102,22424,ENAMEL BREAD BIN CREAM,1,3/21/2011 10:41,12.75,14245.0,United Kingdom
547102,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,3/21/2011 10:41,3.25,14245.0,United Kingdom
547102,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,3/21/2011 10:41,3.25,14245.0,United Kingdom
547102,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,3/21/2011 10:41,6.35,14245.0,United Kingdom
547102,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,3/21/2011 10:41,0.85,14245.0,United Kingdom
547102,21584,RETROSPOT SMALL TUBE MATCHES,20,3/21/2011 10:41,1.65,14245.0,United Kingdom
547102,21622,VINTAGE UNION JACK CUSHION COVER,4,3/21/2011 10:41,4.95,14245.0,United Kingdom
547102,22322,BIRD DECORATION GREEN POLKADOT,12,3/21/2011 10:41,0.85,14245.0,United Kingdom
547102,84459A,PINK METAL CHICKEN HEART ,12,3/21/2011 10:41,1.49,14245.0,United Kingdom
547102,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,3/21/2011 10:41,0.42,14245.0,United Kingdom
547102,47585A,PINK FAIRY CAKE CUSHION COVER,4,3/21/2011 10:41,3.75,14245.0,United Kingdom
547102,21114,LAVENDER SCENTED FABRIC HEART,10,3/21/2011 10:41,1.25,14245.0,United Kingdom
547102,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,3/21/2011 10:41,1.45,14245.0,United Kingdom
547102,21992,VINTAGE PAISLEY STATIONERY SET,6,3/21/2011 10:41,2.95,14245.0,United Kingdom
547102,22276,WASH BAG VINTAGE ROSE PAISLEY,6,3/21/2011 10:41,2.55,14245.0,United Kingdom
547102,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,3/21/2011 10:41,2.95,14245.0,United Kingdom
547102,22969,HOMEMADE JAM SCENTED CANDLES,12,3/21/2011 10:41,1.45,14245.0,United Kingdom
547102,22978,PANTRY ROLLING PIN,6,3/21/2011 10:41,3.75,14245.0,United Kingdom
547102,22979,PANTRY WASHING UP BRUSH,12,3/21/2011 10:41,1.45,14245.0,United Kingdom
547102,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,3/21/2011 10:41,3.95,14245.0,United Kingdom
547102,47559B,TEA TIME OVEN GLOVE,10,3/21/2011 10:41,1.25,14245.0,United Kingdom
547102,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,3/21/2011 10:41,4.95,14245.0,United Kingdom
547102,22840,ROUND CAKE TIN VINTAGE RED,2,3/21/2011 10:41,7.95,14245.0,United Kingdom
547102,20754,RETROSPOT RED WASHING UP GLOVES,6,3/21/2011 10:41,2.1,14245.0,United Kingdom
547102,20752,BLUE POLKADOT WASHING UP GLOVES,6,3/21/2011 10:41,2.1,14245.0,United Kingdom
547102,22690,DOORMAT HOME SWEET HOME BLUE ,2,3/21/2011 10:41,7.95,14245.0,United Kingdom
547102,22961,JAM MAKING SET PRINTED,12,3/21/2011 10:41,1.45,14245.0,United Kingdom
547103,22499,WOODEN UNION JACK BUNTING,6,3/21/2011 10:54,5.95,15218.0,United Kingdom
547103,75049L,LARGE CIRCULAR MIRROR MOBILE,192,3/21/2011 10:54,0.85,15218.0,United Kingdom
547103,20685,DOORMAT RED RETROSPOT,10,3/21/2011 10:54,6.75,15218.0,United Kingdom
547103,48173C,DOORMAT BLACK FLOCK ,10,3/21/2011 10:54,6.75,15218.0,United Kingdom
547103,21175,GIN + TONIC DIET METAL SIGN,12,3/21/2011 10:54,2.55,15218.0,United Kingdom
547103,23184,BULL DOG BOTTLE OPENER,6,3/21/2011 10:54,4.95,15218.0,United Kingdom
547103,21181,PLEASE ONE PERSON METAL SIGN,12,3/21/2011 10:54,2.1,15218.0,United Kingdom
547103,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,3/21/2011 10:54,8.25,15218.0,United Kingdom
547103,85099B,JUMBO BAG RED RETROSPOT,10,3/21/2011 10:54,1.95,15218.0,United Kingdom
547103,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,3/21/2011 10:54,1.95,15218.0,United Kingdom
547103,21930,JUMBO STORAGE BAG SKULLS,10,3/21/2011 10:54,1.95,15218.0,United Kingdom
547103,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,3/21/2011 10:54,1.25,15218.0,United Kingdom
547103,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,3/21/2011 10:54,0.65,15218.0,United Kingdom
547103,22456,NATURAL SLATE CHALKBOARD LARGE ,2,3/21/2011 10:54,4.95,15218.0,United Kingdom
547103,85174,S/4 CACTI CANDLES,2,3/21/2011 10:54,4.95,15218.0,United Kingdom
547103,21034,REX CASH+CARRY JUMBO SHOPPER,1,3/21/2011 10:54,0.95,15218.0,United Kingdom
C547104,85194L,HANGING SPRING FLOWER EGG LARGE,-8,3/21/2011 11:02,0.85,16817.0,United Kingdom
547105,84879,ASSORTED COLOUR BIRD ORNAMENT,48,3/21/2011 11:20,1.69,13854.0,United Kingdom
547105,84789,ENCHANTED BIRD PLANT CAGE,32,3/21/2011 11:20,2.95,13854.0,United Kingdom
547105,20749,ASSORTED COLOUR MINI CASES,12,3/21/2011 11:20,6.35,13854.0,United Kingdom
547105,22859,EASTER TIN BUNNY BOUQUET,12,3/21/2011 11:20,1.65,13854.0,United Kingdom
547105,22487,WHITE WOOD GARDEN PLANT LADDER,4,3/21/2011 11:20,8.5,13854.0,United Kingdom
547106,22107,PIZZA PLATE IN BOX,1,3/21/2011 11:24,3.75,15039.0,United Kingdom
547106,21447,12 IVORY ROSE PEG PLACE SETTINGS,16,3/21/2011 11:24,1.25,15039.0,United Kingdom
547106,22417,PACK OF 60 SPACEBOY CAKE CASES,2,3/21/2011 11:24,0.55,15039.0,United Kingdom
547106,22216,T-LIGHT HOLDER WHITE LACE,2,3/21/2011 11:24,0.85,15039.0,United Kingdom
547106,20675,BLUE POLKADOT BOWL,4,3/21/2011 11:24,1.25,15039.0,United Kingdom
547106,21557,SET OF 6 FUNKY BEAKERS,1,3/21/2011 11:24,2.95,15039.0,United Kingdom
547106,21238,RED RETROSPOT CUP,6,3/21/2011 11:24,0.85,15039.0,United Kingdom
547106,22021,BLUE FELT EASTER EGG BASKET,1,3/21/2011 11:24,1.65,15039.0,United Kingdom
547106,84050,PINK HEART SHAPE EGG FRYING PAN,1,3/21/2011 11:24,1.65,15039.0,United Kingdom
547106,22085,PAPER CHAIN KIT SKULLS ,2,3/21/2011 11:24,2.95,15039.0,United Kingdom
547106,21240,BLUE POLKADOT CUP,6,3/21/2011 11:24,0.85,15039.0,United Kingdom
547106,22423,REGENCY CAKESTAND 3 TIER,2,3/21/2011 11:24,12.75,15039.0,United Kingdom
547106,21445,12 PINK ROSE PEG PLACE SETTINGS,12,3/21/2011 11:24,1.25,15039.0,United Kingdom
547106,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,4,3/21/2011 11:24,1.25,15039.0,United Kingdom
547106,22442,GROW YOUR OWN FLOWERS SET OF 3,1,3/21/2011 11:24,7.95,15039.0,United Kingdom
547106,21931,JUMBO STORAGE BAG SUKI,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,20711,JUMBO BAG TOYS ,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,22385,JUMBO BAG SPACEBOY DESIGN,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,85099F,JUMBO BAG STRAWBERRY,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,20713,JUMBO BAG OWLS,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,85099B,JUMBO BAG RED RETROSPOT,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,21930,JUMBO STORAGE BAG SKULLS,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,20712,JUMBO BAG WOODLAND ANIMALS,10,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,22386,JUMBO BAG PINK POLKADOT,20,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,22692,DOORMAT WELCOME TO OUR HOME,1,3/21/2011 11:24,7.95,15039.0,United Kingdom
547106,22414,DOORMAT NEIGHBOURHOOD WITCH ,3,3/21/2011 11:24,7.95,15039.0,United Kingdom
547106,48188,DOORMAT WELCOME PUPPIES,1,3/21/2011 11:24,7.95,15039.0,United Kingdom
547106,22384,LUNCH BAG PINK POLKADOT,10,3/21/2011 11:24,1.65,15039.0,United Kingdom
547106,20727,LUNCH BAG  BLACK SKULL.,2,3/21/2011 11:24,1.65,15039.0,United Kingdom
547106,22499,WOODEN UNION JACK BUNTING,12,3/21/2011 11:24,5.95,15039.0,United Kingdom
547106,22382,LUNCH BAG SPACEBOY DESIGN ,10,3/21/2011 11:24,1.65,15039.0,United Kingdom
547106,21626,VINTAGE UNION JACK PENNANT,8,3/21/2011 11:24,1.95,15039.0,United Kingdom
547106,22690,DOORMAT HOME SWEET HOME BLUE ,1,3/21/2011 11:24,7.95,15039.0,United Kingdom
547106,20685,DOORMAT RED RETROSPOT,1,3/21/2011 11:24,7.95,15039.0,United Kingdom
547106,20679,EDWARDIAN PARASOL RED,6,3/21/2011 11:24,5.95,15039.0,United Kingdom
547106,15056N,EDWARDIAN PARASOL NATURAL,2,3/21/2011 11:24,5.95,15039.0,United Kingdom
547106,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,3/21/2011 11:24,7.95,15039.0,United Kingdom
547107,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,3/21/2011 11:34,7.9,17315.0,United Kingdom
547107,22483,RED GINGHAM TEDDY BEAR ,1,3/21/2011 11:34,2.95,17315.0,United Kingdom
547107,22968,ROSE COTTAGE KEEPSAKE BOX ,1,3/21/2011 11:34,9.95,17315.0,United Kingdom
547107,82494L,WOODEN FRAME ANTIQUE WHITE ,3,3/21/2011 11:34,2.95,17315.0,United Kingdom
547107,82482,WOODEN PICTURE FRAME WHITE FINISH,4,3/21/2011 11:34,2.55,17315.0,United Kingdom
547107,21056,DOCTOR'S BAG SOFT TOY,1,3/21/2011 11:34,8.95,17315.0,United Kingdom
547107,22697,GREEN REGENCY TEACUP AND SAUCER,8,3/21/2011 11:34,2.95,17315.0,United Kingdom
547107,22178,VICTORIAN GLASS HANGING T-LIGHT,96,3/21/2011 11:34,1.06,17315.0,United Kingdom
547108,22241,GARLAND WOODEN HAPPY EASTER,12,3/21/2011 11:36,1.25,14659.0,United Kingdom
547108,84879,ASSORTED COLOUR BIRD ORNAMENT,8,3/21/2011 11:36,1.69,14659.0,United Kingdom
547108,22617,BAKING SET SPACEBOY DESIGN,2,3/21/2011 11:36,4.95,14659.0,United Kingdom
547108,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,3/21/2011 11:36,1.65,14659.0,United Kingdom
547108,84946,ANTIQUE SILVER T-LIGHT GLASS,12,3/21/2011 11:36,1.25,14659.0,United Kingdom
547108,20718,RED RETROSPOT SHOPPER BAG,4,3/21/2011 11:36,1.25,14659.0,United Kingdom
547108,48194,DOORMAT HEARTS,1,3/21/2011 11:36,7.95,14659.0,United Kingdom
547108,20685,DOORMAT RED RETROSPOT,1,3/21/2011 11:36,7.95,14659.0,United Kingdom
547108,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,3/21/2011 11:36,2.95,14659.0,United Kingdom
547108,22410,MONEY BOX HOUSEKEEPING DESIGN,3,3/21/2011 11:36,1.25,14659.0,United Kingdom
547108,22667,RECIPE BOX RETROSPOT ,5,3/21/2011 11:36,2.95,14659.0,United Kingdom
547108,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,5,3/21/2011 11:36,4.95,14659.0,United Kingdom
547108,22291,HANGING CHICK CREAM DECORATION,10,3/21/2011 11:36,1.45,14659.0,United Kingdom
547108,22966,GINGERBREAD MAN COOKIE CUTTER,2,3/21/2011 11:36,1.25,14659.0,United Kingdom
547108,22507,MEMO BOARD RETROSPOT  DESIGN,1,3/21/2011 11:36,4.95,14659.0,United Kingdom
547108,20717,STRAWBERRY SHOPPER BAG,4,3/21/2011 11:36,1.25,14659.0,United Kingdom
547108,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,3/21/2011 11:36,4.15,14659.0,United Kingdom
547108,84997B,CHILDRENS CUTLERY RETROSPOT RED ,2,3/21/2011 11:36,4.15,14659.0,United Kingdom
547108,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,2,3/21/2011 11:36,4.15,14659.0,United Kingdom
547108,22457,NATURAL SLATE HEART CHALKBOARD ,8,3/21/2011 11:36,2.95,14659.0,United Kingdom
547108,84991,60 TEATIME FAIRY CAKE CASES,6,3/21/2011 11:36,0.55,14659.0,United Kingdom
547109,85014B,RED RETROSPOT UMBRELLA,3,3/21/2011 11:46,5.95,12423.0,Belgium
547109,23007, SPACEBOY BABY GIFT SET,1,3/21/2011 11:46,16.95,12423.0,Belgium
547109,23008,DOLLY GIRL BABY GIFT SET,1,3/21/2011 11:46,16.95,12423.0,Belgium
547109,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,3/21/2011 11:46,2.95,12423.0,Belgium
547109,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,3/21/2011 11:46,2.95,12423.0,Belgium
547109,22859,EASTER TIN BUNNY BOUQUET,6,3/21/2011 11:46,1.65,12423.0,Belgium
547109,22232,JIGSAW TOADSTOOLS 3 PIECE,8,3/21/2011 11:46,1.65,12423.0,Belgium
547109,22248,DECORATION  PINK CHICK MAGIC GARDEN,16,3/21/2011 11:46,0.85,12423.0,Belgium
547109,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,3/21/2011 11:46,2.95,12423.0,Belgium
547109,22367,CHILDRENS APRON SPACEBOY DESIGN,8,3/21/2011 11:46,1.95,12423.0,Belgium
547109,21156,RETROSPOT CHILDRENS APRON,8,3/21/2011 11:46,1.95,12423.0,Belgium
547109,20725,LUNCH BAG RED RETROSPOT,10,3/21/2011 11:46,1.65,12423.0,Belgium
547109,22382,LUNCH BAG SPACEBOY DESIGN ,10,3/21/2011 11:46,1.65,12423.0,Belgium
547109,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,3/21/2011 11:46,2.95,12423.0,Belgium
547109,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,3/21/2011 11:46,4.95,12423.0,Belgium
547109,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,3/21/2011 11:46,1.65,12423.0,Belgium
547109,22303,COFFEE MUG APPLES DESIGN,6,3/21/2011 11:46,2.55,12423.0,Belgium
547109,85099B,JUMBO BAG RED RETROSPOT,10,3/21/2011 11:46,1.95,12423.0,Belgium
547109,22385,JUMBO BAG SPACEBOY DESIGN,10,3/21/2011 11:46,1.95,12423.0,Belgium
547109,POST,POSTAGE,2,3/21/2011 11:46,15.0,12423.0,Belgium
547114,46126A,ELVIS WALLHANGING / CURTAIN,2,3/21/2011 11:49,1.25,14688.0,United Kingdom
547114,21239,PINK  POLKADOT CUP,2,3/21/2011 11:49,0.85,14688.0,United Kingdom
547114,21240,BLUE POLKADOT CUP,2,3/21/2011 11:49,0.85,14688.0,United Kingdom
547114,21238,RED RETROSPOT CUP,5,3/21/2011 11:49,0.85,14688.0,United Kingdom
547114,21242,RED RETROSPOT PLATE ,4,3/21/2011 11:49,1.69,14688.0,United Kingdom
547114,77101A,UNION FLAG WINDSOCK,19,3/21/2011 11:49,1.25,14688.0,United Kingdom
547114,22197,SMALL POPCORN HOLDER,25,3/21/2011 11:49,0.85,14688.0,United Kingdom
547114,21094,SET/6 RED SPOTTY PAPER PLATES,6,3/21/2011 11:49,0.85,14688.0,United Kingdom
547114,21989,PACK OF 20 SKULL PAPER NAPKINS,3,3/21/2011 11:49,0.85,14688.0,United Kingdom
547114,79321,CHILLI LIGHTS,1,3/21/2011 11:49,5.75,14688.0,United Kingdom
547114,22179,SET 10 LIGHTS NIGHT OWL,3,3/21/2011 11:49,6.75,14688.0,United Kingdom
547114,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,10,3/21/2011 11:49,1.25,14688.0,United Kingdom
